,Eigenvalues Squared of Minima,Minima Found,Other Info,Parameters
1155,0,0,,"[-4976.245989507169, 3942.5244368112635, 1819.3315929385299, 0.7904661684252647, 3.119710259718716, 3.6354479478527777, 3.6437601389569068, 11.599264249759461, -0.4417046949565213, -8.31558726140883, -7.372218437553746, 4.980674597609401, -1087.9567411038151, 97243.51575627009, -384379.50891350966]"
1156,0,0,,"[6762.982102671365, 2057.516879199009, 1955.7994715800905, 1.4493233204659892, 0.6764963254148297, 4.021175283262372, -3.2939405011425205, -0.9384850563033398, -3.966119601467436, 8.304198696960686, -3.187323670107496, 7.6812674095149625, 143242.55695809354, 97306.98721557567, -88540.17120226758]"
1157,0,0,,"[3171.7949293916463, 2048.97400913791, -1552.5390296922542, 4.267128576560895, 1.2246749836288167, 3.0545748238722172, 12.212527832250611, -6.452571307136437, -2.8901902272529503, -12.03897480523986, -8.913756756715806, 3.9090144113019534, 48033.17652852004, -134292.64104420232, -152291.0315760482]"
1158,"[array([1728831.97082311,  653619.46902169, 1124304.37472518]), array([1728831.97082311,  653619.46902169, 1124304.37472518])]","[array([-194.51643,  154.21116, -215.72638]), array([ 194.51643, -154.21116,  215.72638])]",,"[-8395.038972510534, 8585.279553179553, 8776.223684529734, 3.3629159150701815, 3.9292852558319415, 1.8689899677353372, 0.10792808935057607, 2.5128201562739143, -3.233109573638483, -1.3107513462688942, -3.7923549177424842, 4.186687495257942, 144509.80514281208, -25587.678320563442, -399206.45952377835]"
1159,"[array([ 85011.55962445, 956059.16423324, 639482.75559765]), array([440985.54259731, 166840.3570986 , 221579.36075235]), array([440985.54259731, 166840.3570986 , 221579.36075235]), array([ 85011.55962445, 956059.16423324, 639482.75559765])]","[array([-147.46867, -114.97195,  -17.51567]), array([-54.74698,  65.35032, -71.61792]), array([ 54.74698, -65.35032,  71.61792]), array([147.46867, 114.97195,  17.51567])]",,"[-9624.192016890705, 7133.846736480977, -6409.446932453233, 1.9130730374947593, 5.454652063028586, 4.697405301478702, -12.117931517739637, 2.5363974816548716, 8.38902355683598, 6.948942364048801, -1.1167040725131443, 5.306005169349401, -50489.86100697021, 95617.73345100676, -151961.15218791587]"
1160,"[array([946313.56969157, 373283.71429561, 226527.57252889])]","[array([-154.60836, -100.55853, -136.14701])]",,"[-2410.002033831711, -468.817643912731, -4201.013915616234, 2.656880040205018, 2.1714311877362276, 2.028728365912097, 4.545809085656153, 0.9589348341549204, 5.568120927425301, -5.380912608005234, 2.2334664152690866, -6.404494231414126, -107220.8972856375, -1728.803846436931, -160374.92456835933]"
1161,0,0,,"[-71.07920698526868, 6425.18455290432, 6305.523391939925, 3.5666424739920544, 5.433617160262851, 3.5952691055869854, -9.164930007087419, 3.5583524423237893, -4.279797200506552, -6.449583008496193, -0.6230927456668862, -9.536040564450452, -64702.146857081476, -95312.25847496078, -116232.02673837077]"
1162,0,0,,"[5320.602270041516, 5907.002569741644, -3814.7249091978156, 5.8887001514863515, 4.500898892490442, 0.6410462166785511, -11.312139290142316, -2.245473545380654, 2.119700886154181, -7.913456379952098, 1.8664643354980992, -2.1742776620355766, -14116.295798095467, -130626.40906909051, -159239.85507509732]"
1163,0,0,,"[-9086.403048111244, 3000.9261208860335, -8134.701822896477, 3.7397275853184153, 3.8823424396416786, 2.0557138764772525, 0.5134024036275697, 4.585293992119791, -7.857706839267009, 10.703150247563698, -2.3623219873668546, -11.784404089510563, -65406.834382816, -67379.56336954332, -66031.22044446686]"
1164,0,0,,"[2494.263835184709, 4809.668013539125, 1116.417704333795, 2.9722212266622265, 0.422015109448864, 3.5771631949354106, 0.1635231331881375, -5.080161254113607, 0.6737650976981602, -4.0287552894037955, 4.352594474077208, -1.237726765400307, -98811.79450998145, -23575.1167122036, -257698.65050208478]"
1165,0,0,,"[-9521.01846224796, 6048.086111966195, 6525.645302923796, 0.5518130417148612, 1.4316514538875271, 2.629624482144188, -6.069524576477036, -3.8063823092307, 0.6657955556945545, 9.372049139818586, -2.1866495523770837, -9.412455496658744, -22157.90004376415, 76558.21518869742, -221135.3744707305]"
1166,0,0,,"[-3788.268906019647, 6469.166136988086, 3158.5799171432645, 3.0524635255828736, 5.81122558343764, 1.2838097897855794, -5.821723112069143, -4.724276400173306, 12.483730005024167, 10.058154641081167, -1.5733778182660938, -9.956066614686113, 87912.36374096453, 98165.87250285805, -168516.66641151466]"
1167,"[array([2221934.95338768,  651715.66808544, 1380354.203891  ]), array([2221934.95338768,  651715.66808544, 1380354.203891  ])]","[array([-234.64282,   -6.22951, -232.30904]), array([234.64282,   6.22951, 232.30904])]",,"[-6030.7459556016265, 7184.0169218754345, -2168.4267615090084, 2.3925986866634914, 2.8232686152169904, 2.556055726305576, 3.151425727989009, 4.91318716847994, 0.5959126716362864, 10.66818253182381, -5.677335718308674, -2.5482234736315483, 75121.6082780225, -114097.43269948618, -334653.958586826]"
1168,0,0,,"[-2368.9373891565137, 7202.5546914976985, 5617.364132608476, 2.730457678622151, 2.7411249047725224, 5.251803999110313, 0.5988835915997743, -7.995825702334942, 10.666645942987984, 12.425949925824675, -11.344339867030268, -11.669372048173797, -102035.9571849397, -145163.91460433844, -369410.34613600525]"
1169,"[array([952415.59399644, 496201.8046922 , 716544.4109562 ]), array([952415.59399644, 496201.8046922 , 716544.4109562 ])]","[array([-126.17383,   15.0849 , -147.27961]), array([126.17383, -15.0849 , 147.27961])]",,"[-672.8188526576196, -4197.082105852714, -3659.1424514644186, 4.160676035861351, 1.3680184118899705, 2.1177646236823384, 7.737028999182968, 8.430177941941817, 6.201839238536914, 10.38721217993541, -5.705941458809492, -4.958405662206029, 94496.89501673408, -8757.375424024824, -271734.3929446664]"
1170,"[array([643431.64788336, 367315.10590858, 284166.58640427]), array([643431.64788336, 367315.10590858, 284166.58640427])]","[array([-169.86207,   -5.68138, -153.89553]), array([169.86207,   5.68138, 153.89553])]",,"[2498.2163463398792, -6629.088241387004, -7160.545176460924, 0.7309906784560721, 4.250531036784168, 0.8064651486274376, 9.729867551799682, 6.363618160482451, -1.0188729227090016, -8.750084566875955, 4.674538769915198, 3.0005096272136527, -75384.04221066198, 61305.89888984096, -188494.33352776812]"
1171,"[array([ 151338.82884841, 6114496.809228  , 5905736.99922849]), array([ 151338.82884841, 6114496.809228  , 5905736.99922849])]","[array([ -27.52033,  321.96737, -540.43426]), array([  27.52033, -321.96737,  540.43426])]",,"[-7779.952081402237, 367.28843738569776, -910.3347761139285, 3.2185645683493185, 5.215877754300575, 0.6542654228030149, -6.034455022465057, -4.585674160874362, 10.029768477244655, 12.534722922021771, 1.140706888808685, -1.9818094365637364, 135730.71137120994, 88139.97250902682, -228446.96651167702]"
1172,0,0,,"[-9343.989940099893, 5532.67484751138, -1008.0103405364789, 4.391160241627204, 3.183230151059987, 5.746947428166868, 3.9190757621693955, -0.8800790516494166, -2.3285472694594116, -6.659356927941744, -0.12350635968995682, -10.957316170137522, 9150.505636086746, -135255.1782488708, -30147.090626003104]"
1173,0,0,,"[8583.004030939079, -701.8655041257825, 6253.147653549371, 1.4059298790457209, 5.445258001548493, 1.1569503005147925, -1.9985048467990971, 2.62653371936004, 10.076096175673051, -5.675995313408662, -2.4807860799695476, 5.885542155111352, -88507.66352061473, -80019.72861047726, -183282.356051186]"
1174,0,0,,"[1210.605703563293, -5392.653853229659, -3320.422557044496, 3.8299295041986023, 4.389816089240822, 4.43077119881298, 11.48829717831049, 0.15046349065055153, -4.896994202675962, -10.287295550329866, -9.158984734503976, 1.9286186483028889, -32176.029208484324, 121627.99134441995, -110005.69122004247]"
1175,0,0,,"[854.4523119478636, 3178.6211425007823, 8743.788183663084, 5.29047478123601, 2.363927354178367, 2.5062119060761545, -5.403736930614858, 11.840625877239702, -6.650322881225838, -7.522759332697409, -12.465563546761977, 6.574006296691948, 117405.10091821844, 133120.91129490477, -194752.4769762372]"
1176,"[array([3175097.3139423 ,  571841.68609185,  701110.06961611]), array([3175097.3139423 ,  571841.68609185,  701110.06961611])]","[array([-213.97545,   42.05691, -338.98338]), array([213.97545, -42.05691, 338.98338])]",,"[-1574.0387964871643, -9731.746946191135, -5273.552698248261, 5.812763435445542, 3.1575285318689432, 0.8870643618342979, 3.4695557842810594, 10.791252059338998, -1.8079229821585878, 0.24719932213957385, -9.753839329835827, -0.2599138460543653, 116649.64076653036, 3360.091607698647, -367816.3582433832]"
1177,"[array([ 193957.42029776, 4055509.52683167, 5113263.8961702 ]), array([ 193957.42029776, 4055509.52683167, 5113263.8961702 ])]","[array([-285.32664,   -2.14886, -472.08529]), array([285.32664,   2.14886, 472.08529])]",,"[2273.401399829667, 806.7839937970748, -543.8755652295731, 4.504544218471178, 3.3381616592090997, 0.5983355352763624, -2.8850501263561874, 11.45034733524841, -4.930098012064775, -10.972500363419396, 5.084401317926787, 2.059472130325627, 70560.68870514113, -65916.33538990925, -110736.50446559075]"
1178,0,0,,"[8902.680089274865, 681.2680389347588, 8075.468803634889, 1.7916878606921316, 0.8482110477611776, 0.6398880479828675, -9.83597776353645, 2.51972011446197, -6.935269805498217, 5.317611148656422, 3.737985929707822, -2.07890279514797, 105023.23421241477, 101059.49202283495, -352340.11199541425]"
1179,0,0,,"[170.1559918373623, -8545.153658020441, 2845.08966883374, 0.29033178571100793, 0.28686213315701514, 3.5605616840918257, -5.79874985583539, 1.531715915214777, 2.1174748207082477, -10.08539950147185, -6.688925291191096, -10.201459328805546, 63597.6975619522, 57186.22193313169, -162261.2737049427]"
1180,0,0,,"[4652.476810832113, 328.4383115251494, 8241.200552915554, 3.2815725145799073, 4.911464131981745, 4.033536687428447, 10.414482925829855, 7.066646043943624, -1.3109912004680897, 2.5868393107594425, -8.225086531186722, -11.648152720648199, 29045.271930179093, -71744.37334535821, -131547.73718116735]"
1181,0,0,,"[-2871.6635090364616, -6998.597811077019, -8128.072761526952, 2.8812417114370805, 3.6504838537491984, 3.0453144847375944, -7.135763181145508, -4.748925711989084, 1.9667863224462838, -1.05038398353976, -11.033125709291003, -12.456504918371033, -38414.53079887491, 80149.43330822757, -210340.13262044278]"
1182,"[array([821508.02102736, 485042.31247566, 149962.77650278])]","[array([-101.7261 ,  -74.92962, -107.03947])]",,"[-2899.6939986771704, -3364.632224699005, 988.4147670801249, 4.92835423171494, 1.5431505746533112, 4.293567577376183, 5.940488121294226, 6.568613011403807, -3.0096971168618447, -9.307965900797708, -1.2547497765349807, 4.51736295328211, 40085.13311046385, -103516.9549475925, -224340.91061436257]"
1183,"[array([1168399.50108522,  559687.81686711,  167872.9484849 ]), array([1168399.50108522,  559687.81686711,  167872.9484849 ])]","[array([-109.63545,   50.64794, -115.49672]), array([109.63545, -50.64794, 115.49672])]",,"[-4555.998220408, 5361.17005109672, -4719.210231725792, 4.10360034651635, 4.514739834160316, 5.4861696137673475, 3.7281784853169846, 5.075270567417107, 2.656561433946335, 10.192336093002613, -9.964785814911085, -2.094019441110756, 23275.067965458496, 83065.02845565707, -267770.47322594654]"
1184,"[array([767279.18417095, 325370.176493  , 432480.0319197 ]), array([767279.18417095, 325370.176493  , 432480.0319197 ])]","[array([-108.57917,   29.40046, -125.27576]), array([108.57917, -29.40046, 125.27576])]",,"[-4519.151181007648, 4796.876193464306, -6874.535768173797, 3.6449280352805884, 5.102995417530025, 2.408554703762333, 12.32309616176697, 4.108872497068015, 0.8966690506316741, 1.6634052999532205, -1.7410370956942511, 0.14696118337679387, 19011.328228491388, 80250.10064823969, -201698.26056130588]"
1185,0,0,,"[-1825.6524707943963, 260.2689432087991, -9577.100297126797, 2.4578048199053897, 5.118154451052003, 3.8139127461714297, -12.539222448930293, 1.2418361208933657, 5.070201497283714, -8.37920107654649, 1.3319724290457966, -0.07835929318917145, 50555.29593325316, 107640.16809917797, -156425.05160809724]"
1186,"[array([2322136.30089836,  299869.02167742,  368938.4189854 ]), array([2559681.87769091,  603798.20968221,  153347.61322346]), array([2559681.87769091,  603798.20968221,  153347.61322346])]","[array([-181.48979, -232.76835, -104.41241]), array([ -52.00945,  263.21589, -241.44921]), array([  52.00945, -263.21589,  241.44921])]",,"[-4722.068442115499, -9545.66102389377, 161.2433652578202, 4.522352739702051, 1.9992957790676744, 2.9737329224697286, -7.306891448668159, 6.740949702008194, 3.4855912566264653, 2.9298009796219375, -11.021655140134863, 5.70859779781922, -139560.98871178975, 84969.05984748629, -264985.4869397421]"
1187,0,0,,"[2413.908233933613, -7782.260976233606, -2649.6379589545586, 1.5046818764059222, 0.9313880675222289, 1.2752872774344435, 3.8627088489093744, 9.075036549848015, 0.5542899663230365, -10.576131864126438, 1.8246266258071024, -4.327543525458722, 142948.32053314638, -79176.44809256893, -21411.849704963563]"
1188,0,0,,"[1441.4357306974416, -7128.132014749988, 9318.359945333705, 5.97058582276256, 1.799122838270221, 5.697113811789003, -8.467639265888069, 12.121366374659178, -1.9391756165719531, -10.578884886317839, -10.467088790098355, -12.260764937617756, -29835.550079717417, 18281.681146920193, -10358.63507437281]"
1189,"[array([575326.54553923, 388194.44537213, 198506.61145822])]","[array([-81.33163, -36.09371, -57.84488])]",,"[7584.972339177224, 295.45270486101253, 1161.2364865445616, 3.8374349343973133, 1.1229364219929856, 4.556052546328863, 3.4131001816675965, 11.63634463193727, 11.778889369246365, 10.797764146934853, -2.2847363031959986, 6.444073833711194, -148478.31336721143, 49122.856311618176, -252311.23861270692]"
1190,0,0,,"[-7390.415440919698, 3074.060046569957, 7559.681431367266, 2.3169483945536604, 3.9890465619438116, 1.2971165924003132, 8.365946119884317, -4.996891009073301, 7.863562141492654, 4.6379161877062565, -1.876024980614737, -7.266701980968035, -124758.93931872054, -46178.755952936845, -62027.954212683195]"
1191,0,0,,"[1736.7305146994422, 8232.482663333376, -7779.493762967469, 3.2339449677419276, 1.9137202032005467, 0.7954914256622935, 4.316477659978187, -6.069728621665463, 10.553682320372126, -3.4228291981372845, -6.856994434996697, -2.474366610112856, 93168.28890684413, -72302.56940808649, -58911.83462100668]"
1192,"[array([588923.61695508, 207669.42748792, 270534.00338465]), array([588923.61695508, 207669.42748792, 270534.00338465])]","[array([-62.45939, -96.32746,  94.85926]), array([ 62.45939,  96.32746, -94.85926])]",,"[2222.8015400665827, 9248.816469987454, 5889.887766387879, 3.1961816160833645, 3.361809376423425, 3.7314965752967586, 4.888578644568135, 9.622188068432202, -7.419882988255691, 6.541034778370943, -10.26550702148879, 3.4351113528108606, -142590.27275286688, 92837.80638848833, -22440.159393088776]"
1193,0,0,,"[648.5703246975172, 237.29105787935987, -9682.310737124279, 3.852969434870058, 1.0609716533313127, 1.8665770574129124, -11.836281093363958, -4.324422348597057, 1.9083952028960134, -2.496030434696168, -1.3760662496762652, -7.766985900750822, 8759.320721925033, 72118.70002659646, -95656.43180507189]"
1194,0,0,,"[-2162.092320633764, -4658.7284076059295, 1911.1255254499374, 4.143119280125716, 2.278998642329503, 5.400761031498001, 3.4766134813928424, -2.412465172799765, -2.3518007080750074, -7.643509962998876, 0.8174054578035221, -9.397914365482281, 118533.15751207911, 5191.829984794749, -105535.894230443]"
1195,0,0,,"[4839.419887677208, -9873.827913775553, 4003.932729762397, 5.247370024983527, 1.0750829776195117, 0.6295174576237536, 11.740755496551639, 3.062167126553476, 5.323437840315268, 2.8953385935629967, -11.348691865432876, 0.0834020438912404, 66449.58169995344, 16769.118818504445, -15997.191543537134]"
1196,0,0,,"[8378.869491999234, -2618.7818923476416, 2974.6075773530883, 0.4816456880784151, 1.9144460570100392, 0.3410411413031874, -9.17457524140808, -0.5267102763297844, 6.199497938957347, 5.602830062856661, 6.995039077921547, -0.7898449553132316, 55693.48977120081, 19869.749814868643, -14174.860647379945]"
